-0.629245	0.11233
-0.633454	0.112774
-0.635851	0.1129
-0.639674	0.11327
-0.643878	0.113478
-0.650493	0.113859
-0.6544		0.113665
-0.656358	0.113451
-0.662526	0.113859
-0.669328	0.113937
-0.676828	0.114025
-0.680609	0.113584
-0.681414	0.113092
-0.682195	0.112817
-0.68407	0.111711
-0.687979	0.111181
-0.68795	0.107631
-0.684494	0.0969286
-0.684978	0.0898396
-0.686363	0.0848245
-0.681789	0.0806191
-0.674628	0.077503
-0.668702	0.0657576
-0.663702	0.0566144
-0.660152	0.049101
-0.649849	0.0376312
-0.642258	0.0310174
-0.637135	0.028513
-0.636626	0.0282463
-0.638082	0.0148492
-0.633825	-0.00711634
-0.629649	-0.0401808
-0.626418	-0.0690331
-0.628419	-0.0639369
-0.626263	-0.0520039
-0.623684	-0.0554219
-0.624058	-0.0678665
-0.626669	-0.0836475
-0.628941	-0.104942
-0.631418	-0.120752
-0.632918	-0.10776
-0.634743	-0.0905613
-0.640917	-0.0734674
-0.642364	-0.0600775
-0.642376	-0.0504001
-0.646108	-0.0441536
-0.651064	-0.0400681
-0.655675	-0.0372256
-0.659219	-0.0348688
-0.661482	-0.0315159
-0.664721	-0.0245105
-0.66928	-0.0157918
-0.673663	0.00205968
-0.674242	0.0146872
-0.672634	0.0327537
-0.671936	0.0429415
-0.673295	0.0487241
-0.674617	0.05316
-0.671107	0.0661605
-0.666063	0.088438
-0.66458	0.120088
-0.662961	0.148812
-0.655604	0.172747
-0.649883	0.195325
-0.646123	0.207362
-0.644251	0.21414
-0.643875	0.218927
-0.636773	0.214163
-0.628774	0.21881
-0.620607	0.229768
-0.617054	0.244027
-0.614453	0.261532
-0.619266	0.279621
-0.628927	0.299163
-0.628651	0.329026
-0.62231	0.354501
-0.616607	0.358432
-0.612176	0.370035
-0.605383	0.394786
-0.601649	0.4
-0.613105	0.391193
-0.619004	0.37443
-0.622224	0.352253
-0.627349	0.337397
-0.633675	0.326617
-0.639397	0.311052
-0.646186	0.300014
-0.65421	0.292852
-0.66372	0.28968
-0.673306	0.288638
-0.676163	0.283997
-0.678242	0.278144
-0.679763	0.272493
-0.682797	0.272883
-0.685959	0.28079
-0.686921	0.291904
-0.686731	0.305319
-0.685205	0.332259
-0.689113	0.340699
-0.686057	0.349818
-0.683931	0.361808
-0.678083	0.376225
-0.672307	0.394306
-0.668396	0.4
-0.666016	0.4
-0.669411	0.389572
-0.673065	0.387426
-0.671035	0.386743
-0.670042	0.39347
-0.668843	0.4
-0.663934	0.4
-0.662594	0.399337
-0.661577	0.395727
-0.664244	0.4
-0.67704	0.4
-0.691996	0.4
-0.717857	0.4
-0.73317	0.384309
-0.722285	0.344309
-0.721256	0.304309
-0.721033	0.268603
-0.694218	0.251647
-0.660187	0.252732
-0.617813	0.276315
-0.590219	0.284748
-0.577144	0.29084
-0.572594	0.321641
-0.569863	0.337081
-0.57175	0.32527
-0.576949	0.317002
-0.584642	0.313074
-0.592577	0.31747
-0.597994	0.325646
-0.60679	0.320297
-0.615756	0.31053
-0.626353	0.305661
-0.632024	0.307901
-0.635543	0.307233
-0.639362	0.308841
-0.646136	0.310547
-0.654131	0.308542
-0.656916	0.30194
-0.65939	0.292655
-0.662496	0.285777
-0.667924	0.283476
-0.670265	0.288594
-0.670133	0.299547
-0.67134	0.313467
-0.671287	0.323049
-0.672835	0.324034
-0.669722	0.31527
-0.667058	0.308649
-0.666133	0.319318
-0.665303	0.319714
-0.662876	0.311649
-0.658449	0.2915
-0.655366	0.271226
-0.652516	0.243566
-0.650381	0.219176
-0.647165	0.201337
-0.64259	0.179919
-0.638816	0.163527
-0.636656	0.139672
-0.636217	0.114045
-0.632348	0.0919622
-0.62864	0.0668118
-0.626587	0.0308396
-0.626572	0.000232449
-0.62521	-0.0241632
-0.626204	-0.0385762
-0.627718	-0.0642096
-0.629873	-0.0926985
-0.632497	-0.118726
-0.634629	-0.13236
-0.635066	-0.15263
-0.637301	-0.175819
-0.643033	-0.193224
-0.650481	-0.203776
-0.655356	-0.209794
-0.660372	-0.220962
-0.665528	-0.223495
-0.669499	-0.224104
-0.671396	-0.223813
-0.672516	-0.224159
-0.673976	-0.230442
-0.677398	-0.241507
-0.680089	-0.253172
-0.677404	-0.262482
-0.674779	-0.27067
-0.671812	-0.28321
-0.670927	-0.292481
-0.669452	-0.296113
-0.666458	-0.300858
-0.665047	-0.309572
-0.663729	-0.315777
-0.663468	-0.31862
-0.658688	-0.327825
-0.652834	-0.343444
-0.649478	-0.356062
-0.64688	-0.36377
-0.646872	-0.369441
-0.643189	-0.372781
-0.640805	-0.376208
-0.642063	-0.374413
-0.642826	-0.377331
-0.646574	-0.368661
-0.649495	-0.360837
-0.654921	-0.352752
-0.662458	-0.349539
-0.671076	-0.34199
-0.676304	-0.332598
-0.680548	-0.321456
-0.687246	-0.31409
-0.69466	-0.309645
-0.70288	-0.313362
-0.708475	-0.3195
-0.714474	-0.318303
-0.720042	-0.308829
-0.726745	-0.293633
-0.729421	-0.289807
-0.729529	-0.296432
-0.725089	-0.3124
-0.725304	-0.309799
-0.728912	-0.29865
-0.730851	-0.284588
-0.729702	-0.271642
-0.732399	-0.260418
-0.733954	-0.262223
-0.731946	-0.261855
-0.728756	-0.261286
-0.72702	-0.257307
-0.726074	-0.256073
-0.725565	-0.254104
-0.723288	-0.256654
-0.719447	-0.261479
-0.71679	-0.267423
-0.715593	-0.271098
-0.715702	-0.270008
-0.711885	-0.272656
-0.70961	-0.278666
-0.70946	-0.285941
-0.711259	-0.28678
-0.711133	-0.281487
-0.706548	-0.270372
-0.704689	-0.262782
-0.704702	-0.259385
-0.704946	-0.254617
-0.70111	-0.257424
-0.697683	-0.265294
-0.694518	-0.261586
-0.693573	-0.254482
-0.692277	-0.2402
-0.687224	-0.227612
-0.68345	-0.216498
-0.680355	-0.199277
-0.679383	-0.177985
-0.675929	-0.159986
-0.671539	-0.143545
-0.667709	-0.125928
-0.664949	-0.101287
-0.662458	-0.0688788
-0.655609	-0.0288788
-0.651001	0.0111212
-0.648333	0.0370403
-0.647462	0.0553607
-0.644217	0.0772231
-0.638466	0.104001
-0.633995	0.131576
-0.632804	0.155752
-0.632489	0.178537
-0.632117	0.206607
-0.632161	0.234846
-0.631628	0.255817
-0.632576	0.269529
-0.634569	0.284869
-0.634327	0.296783
-0.635813	0.307499
-0.637823	0.311909
-0.642324	0.319036
-0.647178	0.328088
-0.653112	0.31565
-0.655531	0.312976
-0.658025	0.322347
-0.661974	0.328488
-0.662354	0.329346
-0.662994	0.329792
-0.66427	0.331195
-0.664999	0.340273
-0.667604	0.346325
-0.667035	0.358281
-0.666951	0.371202
-0.664262	0.383321
-0.66529	0.385162
-0.661092	0.38964
-0.655981	0.397526
-0.647609	0.4
-0.641221	0.4
-0.642564	0.4
-0.641427	0.4
-0.640362	0.4
-0.643186	0.398529
-0.646973	0.393121
-0.648369	0.381276
-0.648969	0.366001
-0.651485	0.352352
-0.655866	0.342219
-0.661935	0.333914
-0.676064	0.328957
